3	1	1
3	2	2
3	3	3
3	4	4
3	29	5
3	30	6
3	31	7
3	32	8
3	34	9
3	35	10
3	36	11
3	61	12
3	62	13
3	63	14
3	65	15
3	66	16
3	67	17
3	68	18
3	69	19
3	94	20
3	95	21
3	97	22
3	98	23
3	99	24
3	100	25
3	125	26
3	126	27
3	127	28
3	128	29
3	130	30
3	131	31
3	132	32
3	133	33
3	158	34
3	159	35
3	160	36
3	162	37
3	163	38
3	164	39
3	165	40
3	190	41
3	191	42
3	192	43
3	194	44
3	195	45
3	196	46
3	197	47
3	222	48
3	223	49
3	224	50
3	226	51
3	227	52
3	228	53
3	253	54
3	254	55
3	255	56
3	257	57
3	258	58
3	259	59
3	260	60
3	261	61
3	286	62
3	287	63
3	289	64
3	290	65
3	291	66
3	292	67
3	317	68
3	318	69
3	320	70
3	321	71
3	322	72
3	323	73
3	324	74
3	349	75
3	350	76
3	351	77
3	353	78
3	354	79
3	355	80
3	356	81
3	381	82
3	382	83
3	383	84
3	385	85
3	386	86
3	387	87
3	388	88
3	413	89
3	414	90
3	415	91
3	417	92
3	418	93
3	419	94
3	420	95
3	421	96
3	446	97
3	447	98
3	449	99
3	450	100


2	6	1
2	7	2
2	8	3
2	10	4
2	11	5
2	12	6
2	13	7
2	38	8
2	39	9
2	40	10
2	42	11
2	43	12
2	44	13
2	45	14
2	70	15
2	71	16
2	72	17
2	74	18
2	75	19
2	76	20
2	77	21
2	102	22
2	103	23
2	105	24
2	106	25
2	107	26
2	108	27
2	133	28
2	134	29
2	135	30
2	137	31
2	138	32
2	139	33
2	140	34
2	165	35
2	167	36
2	168	37
2	169	38
2	170	39
2	171	40
2	172	41
2	197	42
2	198	43
2	199	44
2	200	45
2	202	46
2	203	47
2	204	48
2	205	49
2	230	50
2	231	51
2	232	52
2	234	53
2	235	54
2	236	55
2	261	56
2	262	57
2	263	58
2	264	59
2	266	60
2	267	61
2	268	62
2	269	63
2	294	64
2	295	65
2	296	66
2	297	67
2	299	68
2	300	69
2	301	70
2	326	71
2	327	72
2	328	73
2	330	74
2	331	75
2	332	76
2	333	77
2	358	78
2	359	79
2	360	80
2	362	81
2	363	82
2	364	83
2	365	84
2	390	85
2	391	86
2	392	87
2	393	88
2	395	89
2	396	90
2	397	91
2	422	92
2	423	93
2	424	94
2	425	95
2	427	96
2	428	97
2	429	98
2	451	99
2	452	100


1	14	1
1	15	2
1	16	3
1	18	4
1	19	5
1	20	6
1	21	7
1	46	8
1	47	9
1	48	10
1	49	11
1	51	12
1	52	13
1	53	14
1	78	15
1	79	16
1	80	17
1	81	18
1	82	19
1	84	20
1	85	21
1	110	22
1	111	23
1	112	24
1	113	25
1	114	26
1	115	27
1	117	28
1	142	29
1	143	30
1	144	31
1	145	32
1	146	33
1	147	34
1	148	35
1	174	36
1	175	37
1	176	38
1	177	39
1	178	40
1	179	41
1	180	42
1	206	43
1	207	44
1	208	45
1	209	46
1	210	47
1	211	48
1	212	49
1	237	50
1	239	51
1	240	52
1	241	53
1	242	54
1	243	55
1	244	56
1	269	57
1	271	58
1	272	59
1	273	60
1	274	61
1	275	62
1	276	63
1	301	64
1	302	65
1	303	66
1	305	67
1	306	68
1	307	69
1	308	70
1	333	71
1	334	72
1	335	73
1	336	74
1	338	75
1	339	76
1	340	77
1	341	78
1	366	79
1	367	80
1	368	81
1	369	82
1	370	83
1	372	84
1	373	85
1	398	86
1	399	87
1	400	88
1	401	89
1	402	90
1	403	91
1	405	92
1	430	93
1	431	94
1	432	95
1	433	96
1	434	97
1	435	98
1	436	99
1	453	100


0	22	1
0	23	2
0	24	3
0	26	4
0	27	5
0	28	6
0	29	7
0	54	8
0	55	9
0	57	10
0	58	11
0	59	12
0	60	13
0	61	14
0	86	15
0	87	16
0	88	17
0	89	18
0	90	19
0	92	20
0	93	21
0	118	22
0	119	23
0	120	24
0	121	25
0	123	26
0	124	27
0	125	28
0	150	29
0	151	30
0	152	31
0	153	32
0	155	33
0	156	34
0	157	35
0	182	36
0	183	37
0	184	38
0	185	39
0	187	40
0	188	41
0	189	42
0	214	43
0	215	44
0	216	45
0	217	46
0	218	47
0	220	48
0	221	49
0	246	50
0	247	51
0	248	52
0	249	53
0	250	54
0	252	55
0	253	56
0	278	57
0	279	58
0	280	59
0	281	60
0	282	61
0	284	62
0	285	63
0	310	64
0	311	65
0	312	66
0	313	67
0	314	68
0	316	69
0	317	70
0	342	71
0	343	72
0	344	73
0	345	74
0	346	75
0	347	76
0	349	77
0	374	78
0	375	79
0	376	80
0	377	81
0	378	82
0	379	83
0	380	84
0	405	85
0	407	86
0	408	87
0	409	88
0	410	89
0	411	90
0	412	91
0	438	92
0	439	93
0	440	94
0	441	95
0	442	96
0	443	97
0	444	98
0	453	99
0	454	100
