0	3	1
0	4	2
0	5	3
0	6	4
0	7	5
0	8	6
0	9	7
0	10	8
0	11	9
0	13	10
0	14	11
0	15	12
0	16	13
0	17	14
0	18	15
0	23	16
0	24	17
0	25	18
0	26	19
0	27	20
0	28	21
0	29	22
0	30	23
0	31	24
0	32	25
0	33	26
0	34	27
0	35	28
0	36	29
0	37	30
0	46	31
0	47	32
0	48	33
0	49	34
0	50	35
0	51	36
0	52	37
0	53	38
0	54	39
0	55	40
0	56	41
0	57	42
0	59	43
0	60	44
0	61	45
0	62	46
0	67	47
0	68	48
0	69	49
0	70	50
0	71	51
0	72	52
0	73	53
0	74	54
0	75	55
0	76	56
0	77	57
0	78	58
0	79	59
0	80	60
0	81	61
0	82	62
0	87	63
0	88	64
0	89	65
0	90	66
0	91	67
0	92	68
0	93	69
0	94	70
0	95	71
0	96	72
0	97	73
0	98	74
0	99	75
0	100	76
0	101	77
0	110	78
0	111	79
0	112	80
0	114	81
0	115	82
0	116	83
0	117	84
0	118	85
0	119	86
0	120	87
0	121	88
0	122	89
0	123	90
0	124	91
0	125	92
0	126	93
0	131	94
0	132	95
0	133	96
0	134	97
0	135	98
0	136	99
0	137	100
1	1	1
1	2	2
1	19	3
1	20	4
1	21	5
1	38	6
1	39	7
1	40	8
1	41	9
1	42	10
1	43	11
1	44	12
1	45	13
1	62	14
1	63	15
1	65	16
1	66	17
1	83	18
1	84	19
1	85	20
1	102	21
1	103	22
1	104	23
1	105	24
1	106	25
1	107	26
1	108	27
1	109	28
1	110	29
1	127	30
1	128	31
1	129	32
1	130	33
1	139	34
1	140	35
1	141	36
1	141	37
1	142	38
1	143	39
1	144	40
1	145	41
1	146	42
1	147	43
1	148	44
1	150	45
1	151	46
1	152	47
1	153	48
1	154	49
1	155	50
1	156	51
1	157	52
1	158	53
1	159	54
1	160	55
1	161	56
1	162	57
1	163	58
1	164	59
1	165	60
1	166	61
1	168	62
1	169	63
1	170	64
1	171	65
1	172	66
1	173	67
1	174	68
1	175	69
1	176	70
1	177	71
1	178	72
1	179	73
1	180	74
1	181	75
1	182	76
1	183	77
1	184	78
1	185	79
1	186	80
1	187	81
1	188	82
1	189	83
1	190	84
1	191	85
1	192	86
1	193	87
1	195	88
1	196	89
1	197	90
1	198	91
1	199	92
1	200	93
1	201	94
1	202	95
1	203	96
1	204	97
1	205	98
1	206	99
1	207	100
